id,date,lon,lat,gps:fix-type-raw,height-above-ellipsoid,lc,lotek:crc-status-text,sensor-type
233815,2023-01-16,-114.063934,27.6754055,3D,-20,G,OK,gps
233816,2022-06-05,-156.7175598,58.7134094,,40,G,,gps
233816,2022-06-10,-156.7113342,58.7135353,,42,G,,gps
233816,2022-06-15,-156.713562,58.7142525,,45,G,,gps
233816,2022-06-20,-156.7127991,58.7142029,,42,G,,gps
233816,2022-06-25,-156.7107239,58.7146378,,42,G,,gps
233816,2022-06-30,-156.9972076,58.8073845,,27,G,,gps
233816,2022-07-01,-156.9969025,58.8074112,,24,G,,gps
233816,2022-07-03,-157.0128021,58.8027267,,24,G,,gps
233816,2022-07-05,-157.0827942,58.7448196,,18,G,,gps
233816,2022-07-07,-157.0820007,58.7463036,,32,G,,gps
233816,2022-07-09,-157.081924,58.7421074,3D,16,G,OK,gps
233816,2022-07-11,-157.082352,58.7428474,3D,23,G,OK,gps
233816,2022-07-15,-120.84433,35.3407097,3D,-27,G,OK,gps
233816,2022-07-17,-120.843124,35.3417091,3D,-24,G,OK,gps
233816,2022-07-19,-120.842583,35.3436546,3D,-21,G,OK,gps
233816,2022-07-21,-120.842766,35.3437576,3D,-30,G,OK,gps
233816,2022-07-23,-120.843658,35.3442955,3D,-27,G,OK,gps
233816,2022-07-25,-110.341133,27.1929989,3D,-19,G,OK,gps
233816,2022-07-27,-109.776245,26.7705212,3D,-25,G,OK,gps
233816,2022-07-29,-109.773811,26.7693958,3D,-20,G,OK,gps
233816,2022-07-31,-109.822655,26.787878,3D,-20,G,OK,gps
233816,2022-08-02,-109.776344,26.7682953,3D,-24,G,OK,gps
233816,2022-08-06,-109.780952,26.7666302,3D,-28,G,OK,gps
233816,2022-08-08,-109.823273,26.7876472,3D,-16,G,OK,gps
233816,2022-08-10,-109.811264,26.7901573,3D,-22,G,OK,gps
233816,2022-08-12,-109.821556,26.7870083,3D,-24,G,OK,gps
233816,2022-08-14,-109.823502,26.7883129,3D,-14,G,OK,gps
233816,2022-08-18,-109.824547,26.7869816,3D,-14,G,OK,gps
233816,2022-08-20,-109.823753,26.787878,3D,-18,G,OK,gps
233816,2022-08-22,-109.823318,26.7869568,3D,-19,G,OK,gps
233816,2022-08-24,-109.824371,26.7873669,3D,-21,G,OK,gps
233816,2022-08-26,-109.82296,26.7874947,3D,-26,G,OK,gps
233816,2022-08-28,-109.82235,26.7876472,3D,-20,G,OK,gps
233816,2022-08-30,-109.824806,26.7863426,3D,-26,G,OK,gps
233816,2022-09-01,-109.821732,26.7871876,3D,-21,G,OK,gps
233816,2022-09-03,-109.819305,26.7868538,2D,0,G,OK,gps
233816,2022-09-05,-109.823166,26.7872124,3D,-19,G,OK,gps
233816,2022-09-07,-109.804787,26.8004475,3D,-28,G,OK,gps
